DP Identifier,MSCIWorldTRI,TOP40,LEBUAGCH,LEBUCGCH,LEBUPFCH,LEBUWPCH
10/06/2021,13120.63,61291.03,3.572622,3.164657,3.299964,3.463853
11/06/2021,13143.63,61444.66,3.576417,3.170566,3.30476,3.469486
14/06/2021,13177.2,61653.75,3.594177,3.181131,3.318847,3.489076
15/06/2021,13166.54,61061.79,3.574397,3.169333,3.30303,3.478186
17/06/2021,13076.58,60399.88,3.563841,3.165391,3.295487,3.485678
18/06/2021,12892.29,59503.87,3.551283,3.164112,3.288454,3.481854
21/06/2021,13014.88,59472.25,3.51962,3.139165,3.259965,3.454915
22/06/2021,13097.97,59493.46,3.530871,3.149006,3.270373,3.474638
23/06/2021,13084.48,59764.05,3.53777,3.151409,3.275113,3.469594
24/06/2021,13153.39,60188.42,3.550794,3.160536,3.286146,3.479386
25/06/2021,13204.23,60140.15,3.548385,3.154779,3.282078,3.474684
28/06/2021,13205.44,59820.66,3.548999,3.160515,3.284917,3.488941
29/06/2021,13204.94,60495.83,3.563188,3.16774,3.295492,3.489549
30/06/2021,13174.28,60161.76,3.552611,3.160877,3.286779,3.475346
01/07/2021,13222.96,60476.77,3.586698,3.189209,3.317477,3.530102
02/07/2021,13302.25,60292.64,3.582832,3.187429,3.314794,3.529562
05/07/2021,13318.95,60082.2,3.578493,3.187418,3.312476,3.525648
06/07/2021,13287.98,59756.87,3.585402,3.192934,3.318659,3.531149
07/07/2021,13318.78,60705.57,3.60269,3.201477,3.33159,3.542925
08/07/2021,13201.38,59106.4,3.572184,3.185764,3.30803,3.526355
09/07/2021,13336.42,60221.84,3.580906,3.188191,3.313866,3.520789
12/07/2021,13402.59,61080.8,3.608719,3.206625,3.336877,3.555897
13/07/2021,13363.34,60943.22,3.612193,3.211025,3.340539,3.573126
14/07/2021,13361.41,61753.54,3.638354,3.225508,3.360931,3.59058
15/07/2021,13295.92,61439.11,3.619393,3.214575,3.346053,3.572155
16/07/2021,13213.49,60437.58,3.594769,3.199463,3.326295,3.547265
19/07/2021,12999.53,58795.32,3.545629,3.171969,3.287639,3.515305
20/07/2021,13132.19,59668.22,3.551891,3.174984,3.291929,3.51487
21/07/2021,13267.04,60502.39,3.582471,3.192704,3.316248,3.543465
22/07/2021,13310.94,61309.13,3.606462,3.208363,3.336276,3.565392
23/07/2021,13424.55,61932.98,3.630548,3.223931,3.356044,3.58928
26/07/2021,13459.83,61946.37,3.645842,3.240108,3.371416,3.607141
27/07/2021,13409.46,61208.33,3.622919,3.227711,3.353641,3.589787
28/07/2021,13412.26,62368.63,3.645642,3.238801,3.370762,3.60232
29/07/2021,13502.35,63394.89,3.659773,3.242241,3.379982,3.599313
30/07/2021,13413.45,62852.28,3.65526,3.242328,3.377561,3.601712
02/08/2021,13447.88,62704,3.646147,3.235249,3.369781,3.58297
03/08/2021,13515.21,62543.44,3.635172,3.229002,3.361169,3.575393
04/08/2021,13486.23,62750.03,3.64751,3.233313,3.369813,3.582194
05/08/2021,13559.25,62199.85,3.658459,3.240728,3.378974,3.596395
06/08/2021,13542.21,62509.23,3.665687,3.246884,3.385507,3.612952
10/08/2021,13549.24,63541.21,3.685934,3.263057,3.403341,3.640314
11/08/2021,13595.36,63488.73,3.690986,3.2635,3.406228,3.638681
12/08/2021,13626.6,63276.98,3.693917,3.269948,3.410872,3.64639
13/08/2021,13668.59,63269.04,3.701361,3.275634,3.417395,3.654222
16/08/2021,13655.66,62607.03,3.707958,3.280204,3.422936,3.658348
17/08/2021,13561.23,62657.34,3.731854,3.298567,3.443827,3.681814
18/08/2021,13466.24,61608.96,3.725277,3.291493,3.437066,3.671247
19/08/2021,13404.03,59854.78,3.691112,3.276317,3.412099,3.654332
20/08/2021,13478.03,59800.02,3.682476,3.273075,3.406017,3.651543
23/08/2021,13621.32,60562.05,3.711908,3.291015,3.429899,3.670579
24/08/2021,13662.91,61180.29,3.725545,3.29719,3.440055,3.678103
25/08/2021,13680.03,61212.12,3.721125,3.294709,3.436642,3.674166
26/08/2021,13612.92,60854.92,3.719971,3.294493,3.435985,3.673955
27/08/2021,13715.63,61393.15,3.719153,3.291585,3.434362,3.664029
30/08/2021,13773.42,60750.09,3.708458,3.285963,3.426348,3.650671
31/08/2021,13751.46,61039.26,3.721809,3.290966,3.435752,3.658057
01/09/2021,13797.43,60612.64,3.707292,3.279279,3.422857,3.640685
02/09/2021,13844.94,60357.49,3.689821,3.269033,3.409018,3.627312
03/09/2021,13856.31,60106.72,3.683914,3.266427,3.404683,3.624144
06/09/2021,13881.86,60035.8,3.667321,3.255617,3.390953,3.609228
07/09/2021,13835.52,60340.77,3.680174,3.263028,3.401063,3.624374
08/09/2021,13783.49,59378.55,3.656255,3.248823,3.381928,3.601664
09/09/2021,13736.56,58020.55,3.606616,3.218424,3.341663,3.559525
10/09/2021,13675.81,58175.75,3.610154,3.21993,3.344242,3.559369
13/09/2021,13693.56,58494.78,3.619158,3.223754,3.350727,3.565472
14/09/2021,13651.93,58115.08,3.632577,3.234971,3.362937,3.582051
15/09/2021,13703.24,58229.94,3.643666,3.241702,3.371901,3.590466
16/09/2021,13681.18,57098.19,3.634439,3.243791,3.367697,3.600436
17/09/2021,13567.5,56605.25,3.644393,3.248032,3.374906,3.609875
20/09/2021,13347.05,55246.07,3.605785,3.226786,3.34439,3.587744
21/09/2021,13363.34,56085.63,3.625342,3.236611,3.359352,3.593888
22/09/2021,13471.49,56938.31,3.652303,3.249047,3.379335,3.608487
23/09/2021,13612.51,57642.54,3.656634,3.250184,3.382202,3.607952
27/09/2021,13565.5,57784.27,3.69951,3.278751,3.417698,3.668899
28/09/2021,13291.31,57462.19,3.704467,3.281426,3.421452,3.673897
29/09/2021,13282.47,58022.33,3.703523,3.27958,3.420159,3.662408
30/09/2021,13186.53,57863.4,3.713213,3.283749,3.427148,3.664242
01/10/2021,13257.86,57265.62,3.682393,3.264453,3.402251,3.635813
04/10/2021,13128.53,57754.97,3.689976,3.267747,3.407524,3.648773
05/10/2021,13231.73,58097.72,3.693156,3.267445,3.408951,3.648974
06/10/2021,13230.7,57523.81,3.699966,3.271807,3.414442,3.662582
07/10/2021,13367.39,58721.8,3.693841,3.26597,3.408765,3.643167
08/10/2021,13355.29,58839.09,3.71278,3.278265,3.424467,3.664074
11/10/2021,13301.88,59662.98,3.733297,3.288771,3.44001,3.684586
12/10/2021,13271.83,59501.73,3.731261,3.286874,3.438078,3.680352
13/10/2021,13334.8,59516.75,3.720138,3.281933,3.430165,3.663149
14/10/2021,13535.9,60391.05,3.727234,3.285129,3.435374,3.667294
15/10/2021,13645.12,60494.02,3.739905,3.292726,3.44561,3.679867
18/10/2021,13665.63,60220.45,3.750867,3.301168,3.455216,3.697925
19/10/2021,13763.13,60190.06,3.736022,3.290992,3.442883,3.676448
20/10/2021,13813.71,60347.45,3.732038,3.290119,3.440531,3.670494
21/10/2021,13834.82,59535.08,3.727745,3.287995,3.437022,3.680156
22/10/2021,13829.98,60524.55,3.74845,3.297991,3.452456,3.701824
25/10/2021,13868.63,60445.78,3.751684,3.299669,3.454834,3.707325
26/10/2021,13901.82,61024.55,3.77366,3.316293,3.474158,3.72428
27/10/2021,13834.55,60874.44,3.783003,3.328206,3.484504,3.743781
28/10/2021,13955.6,61093.41,3.791179,3.331939,3.490442,3.751898
29/10/2021,13936.99,60807.87,3.793286,3.337956,3.494298,3.762176
02/11/2021,14029.3,61158.14,3.831517,3.365358,3.52665,3.805277
03/11/2021,14102.59,61876.97,3.843433,3.371054,3.535448,3.815248
04/11/2021,14158.05,61409.93,3.836883,3.362304,3.528217,3.798498
05/11/2021,14192.9,61115.79,3.840406,3.373599,3.535313,3.811046
08/11/2021,14217.35,61317.75,3.828014,3.367025,3.526013,3.790412
09/11/2021,14174.78,61246.7,3.839581,3.376843,3.536714,3.798695
10/11/2021,14061.71,61537.83,3.843049,3.383495,3.541443,3.812308
11/11/2021,14064.37,62381.97,3.864332,3.396215,3.558625,3.823373
12/11/2021,14161.59,63263.4,3.850914,3.384718,3.54609,3.815523
15/11/2021,14174.35,63480.76,3.856732,3.388754,3.551078,3.820575
16/11/2021,14199.17,64281.45,3.88535,3.405497,3.573848,3.848452
17/11/2021,14152.98,64337.17,3.896527,3.414065,3.583638,3.866642
18/11/2021,14177.78,64288.72,3.899923,3.42009,3.588098,3.877659
19/11/2021,14149.62,63870.65,3.87418,3.405568,3.567857,3.859993
22/11/2021,14070.39,64384.46,3.887253,3.411516,3.577359,3.870976
23/11/2021,14050.39,64566.39,3.879216,3.402801,3.568765,3.86926
24/11/2021,14056.29,64169.17,3.869842,3.399741,3.562457,3.862935
25/11/2021,14075.85,64062.74,3.871251,3.397879,3.56232,3.860267
26/11/2021,13766.39,62410.83,3.82412,3.378325,3.528188,3.84794
29/11/2021,13871.64,63600.61,3.851656,3.390673,3.548427,3.850397
30/11/2021,13636.23,64063.82,3.85863,3.393889,3.553709,3.848996
01/12/2021,13576.29,64785.66,3.854821,3.384239,3.547348,3.821358
02/12/2021,13680.15,64555.25,3.856566,3.387843,3.549917,3.824991
03/12/2021,13571.91,64306.68,3.879928,3.404961,3.570257,3.848206
06/12/2021,13707.92,64598.46,3.880043,3.40922,3.572315,3.843137
07/12/2021,14002.13,66513.46,3.917677,3.434104,3.603735,3.877236
08/12/2021,14056.26,65992.71,3.915673,3.430071,3.60096,3.874815
09/12/2021,13952.44,65779.5,3.913323,3.431899,3.600488,3.884665
10/12/2021,14021.9,65390.32,3.892432,3.417099,3.582531,3.867353
13/12/2021,13906.78,65177.02,3.893776,3.421806,3.585468,3.873355
14/12/2021,13803.13,65212.46,3.89707,3.427184,3.589724,3.874669
15/12/2021,13966.32,65102.29,3.90587,3.43054,3.595778,3.878477
17/12/2021,13811.99,64680.34,3.903618,3.429328,3.594309,3.864058
20/12/2021,13639.44,63652.47,3.858473,3.405863,3.559872,3.821636
21/12/2021,13868.05,64611.7,3.885509,3.416877,3.578873,3.836762
22/12/2021,14006.79,64803.84,3.898848,3.426819,3.590586,3.859783
23/12/2021,14106.21,65125.68,3.904791,3.42796,3.594427,3.858559
24/12/2021,14109.73,65023.34,3.898409,3.423363,3.589008,3.851092
28/12/2021,14252.74,65864.13,3.929414,3.444738,3.615092,3.88539
29/12/2021,14274.39,66613.94,3.954842,3.460094,3.635403,3.912822
30/12/2021,14246.01,67129.53,3.97447,3.470381,3.650433,3.933932
31/12/2021,14223.14,67052.4,3.976462,3.474818,3.653656,3.933813
03/01/2022,14266.32,67025.54,3.9968,3.488497,3.670687,3.951703
04/01/2022,14296.44,68398.98,4.022409,3.501601,3.689934,3.98303
05/01/2022,14098.73,68367.16,4.01828,3.496738,3.685821,3.970983
06/01/2022,14018.45,67420.2,3.981333,3.471617,3.655048,3.929132
07/01/2022,13989.32,67251.03,3.971624,3.466656,3.647798,3.916546
10/01/2022,13939.14,67114.14,3.984635,3.470033,3.656072,3.92541
11/01/2022,14059.12,67302.2,3.976401,3.461696,3.64781,3.916812
12/01/2022,14151.07,69206.77,4.001755,3.47281,3.666565,3.924492
13/01/2022,14010.98,69187.73,4.010033,3.478581,3.673616,3.932385
14/01/2022,13971.49,68448.15,3.996011,3.474681,3.664491,3.91847
17/01/2022,13985.01,68889.24,4.00467,3.479942,3.671482,3.92444
18/01/2022,13756.26,68281.9,3.990729,3.473456,3.661162,3.913121
19/01/2022,13643.74,69512.97,3.996457,3.475682,3.665258,3.909847
20/01/2022,13572.49,69586.74,3.99839,3.478022,3.667392,3.907622
21/01/2022,13320.91,68186.16,3.960366,3.453795,3.636342,3.86393
24/01/2022,13235.23,65653.18,3.905899,3.423123,3.593267,3.817221
25/01/2022,13103.33,65869.53,3.901232,3.421222,3.590003,3.80898
26/01/2022,13121.99,67363.61,3.909378,3.419251,3.59331,3.80094
27/01/2022,13015.27,67070.04,3.909419,3.421418,3.594238,3.810018
28/01/2022,13237.84,67021.38,3.921879,3.430896,3.605169,3.823801
31/01/2022,13473.44,67820.89,3.952261,3.447995,3.62899,3.849935
01/02/2022,13594.9,68374.94,3.97893,3.463229,3.650329,3.865395
02/02/2022,13714.89,68655.58,3.994055,3.476664,3.664415,3.885582
03/02/2022,13445.13,68461.21,3.996018,3.479814,3.666898,3.891953
04/02/2022,13486.38,68678.91,3.995232,3.481241,3.667062,3.889076
07/02/2022,13477.65,69197.64,4.004792,3.483777,3.673172,3.898772
08/02/2022,13555.69,69526.76,4.022362,3.492333,3.686385,3.907469
09/02/2022,13767.35,70105.79,4.026447,3.493817,3.689373,3.909047
10/02/2022,13605.79,69944.22,4.028689,3.497211,3.692316,3.911974
11/02/2022,13391.97,69681.32,4.021884,3.490711,3.685774,3.900092
14/02/2022,13270.95,69130.81,4.006116,3.481739,3.673292,3.878765
15/02/2022,13460.66,69169.36,4.007235,3.481323,3.6737,3.874279
16/02/2022,13488.93,69735.63,4.033744,3.500052,3.696503,3.897623
17/02/2022,13265.26,69406.88,4.014246,3.487565,3.680565,3.87644
18/02/2022,13154.17,69650.1,4.010262,3.484903,3.677077,3.869069
21/02/2022,13120.44,68876.9,3.992964,3.476979,3.664289,3.856869
22/02/2022,13005.04,69058.61,3.977865,3.466396,3.651337,3.845131
23/02/2022,12827.4,68369.73,3.969282,3.457006,3.642451,3.827504
24/02/2022,12816.78,67235.99,3.947769,3.444831,3.625086,3.827193
25/02/2022,13145.72,67719.42,3.944752,3.441627,3.622254,3.807038
28/02/2022,13137.03,69624.29,4.009912,3.48273,3.675295,3.886353
01/03/2022,12929.27,70584.1,4.040605,3.495665,3.697096,3.901618
02/03/2022,13077.55,71057.56,4.045695,3.49557,3.699407,3.903741
03/03/2022,12983.02,70882.48,4.0438,3.490421,3.696327,3.894634
04/03/2022,12781.08,68357.85,3.96135,3.447344,3.633035,3.843889
07/03/2022,12441.75,67143.64,3.904278,3.403321,3.582503,3.794132
08/03/2022,12347.3,66302.29,3.85353,3.36283,3.536716,3.744691
09/03/2022,12720.01,66484.69,3.853938,3.367623,3.539669,3.724505
10/03/2022,12678.4,67572.11,3.910111,3.403517,3.586057,3.775146
11/03/2022,12540.02,67331.1,3.922881,3.4136,3.597712,3.77754
14/03/2022,12482.26,65500.56,3.875143,3.384174,3.558701,3.745777
15/03/2022,12656.56,64292.26,3.840356,3.366201,3.532205,3.717149
16/03/2022,12968.81,66971.88,3.92536,3.415634,3.600045,3.774535
17/03/2022,13170.86,67570.25,3.937735,3.422805,3.609896,3.778837
18/03/2022,13300.4,68275.27,3.946032,3.424626,3.614874,3.789363
22/03/2022,13432.92,69145.89,4.004533,3.456809,3.660822,3.852906
23/03/2022,13311.91,68235.42,3.990022,3.451023,3.650671,3.845472
24/03/2022,13440.36,67690.25,3.969408,3.437459,3.633689,3.815207
25/03/2022,13475.54,67578.28,3.966321,3.438688,3.632703,3.817199
28/03/2022,13531.42,67436.21,3.978255,3.446546,3.642609,3.831147
29/03/2022,13748.97,67911.15,3.980893,3.44945,3.645507,3.825265
30/03/2022,13697.22,68529.72,3.996842,3.45721,3.657653,3.837698
31/03/2022,13505.74,68507.85,4.003158,3.459917,3.662038,3.848697
01/04/2022,13523.65,68934.93,4.023435,3.473825,3.679119,3.861179
04/04/2022,13631.52,68940.52,4.021439,3.472761,3.677625,3.85805
05/04/2022,13491.54,68343.65,3.998154,3.460778,3.659918,3.843033
06/04/2022,13327.59,67308.61,3.991262,3.456639,3.654446,3.83928
07/04/2022,13338.55,67003.12,3.989966,3.460501,3.655608,3.834778
08/04/2022,13331.84,67747.07,3.997893,3.460382,3.659506,3.841951
11/04/2022,13157.8,67405.96,3.979282,3.444668,3.642641,3.821319
12/04/2022,13102.62,66780.07,3.953076,3.427152,3.6208,3.792015
13/04/2022,13216.23,66200.31,3.924047,3.410769,3.597915,3.771271
14/04/2022,13108.48,66481.94,3.933421,3.41995,3.606803,3.794082
19/04/2022,13217.21,66867.43,3.966021,3.437063,3.631754,3.823872
20/04/2022,13261.36,66765.06,3.962222,3.436014,3.629042,3.835557
21/04/2022,13109.14,66417.55,3.993751,3.4635,3.658412,3.873731
22/04/2022,12766.81,65385.48,3.982015,3.461089,3.651083,3.873028
25/04/2022,12746.6,62895.89,3.913227,3.424223,3.597446,3.81692
26/04/2022,12452.6,63336.92,3.929082,3.430398,3.608383,3.823495
28/04/2022,12679.58,64551.99,3.943853,3.438331,3.619656,3.828251
29/04/2022,12389.19,65475.55,3.970533,3.44972,3.639056,3.859261
03/05/2022,12456.03,64401.3,3.941597,3.435804,3.617505,3.833422
04/05/2022,12698.47,63573.87,3.917005,3.425442,3.600182,3.81512
05/05/2022,12344.85,62902.26,3.936673,3.440145,3.617076,3.843157
06/05/2022,12250.9,61290.1,3.8481,3.38576,3.545283,3.776337
09/05/2022,11851.87,60161.02,3.849423,3.3897,3.547683,3.783718
10/05/2022,11876.64,60359.4,3.827718,3.365657,3.524996,3.745031
11/05/2022,11768.76,61786.27,3.844412,3.378252,3.539594,3.752749
12/05/2022,11716.37,60641.2,3.814555,3.369275,3.519991,3.731089
13/05/2022,11991.77,61991.97,3.862617,3.396912,3.557844,3.765273
16/05/2022,11960.51,62495.81,3.903588,3.419944,3.590077,3.805818
17/05/2022,12196.44,63026.74,3.901543,3.412707,3.585775,3.786824
18/05/2022,11835.33,62494.43,3.895567,3.410798,3.581765,3.796262
19/05/2022,11778.82,61725.52,3.831919,3.37368,3.53117,3.728687
20/05/2022,11798.6,60999.46,3.864421,3.396024,3.55868,3.748134
23/05/2022,12008.04,61787.53,3.874176,3.400753,3.566211,3.747924
24/05/2022,11912.13,61176.93,3.860499,3.396477,3.557288,3.7421
25/05/2022,11999.86,61176.02,3.832268,3.379895,3.53445,3.724654
26/05/2022,12195.57,63019,3.881829,3.407525,3.573402,3.766084
27/05/2022,12457.68,63882.81,3.912056,3.420903,3.595694,3.784603
30/05/2022,12512.65,65335.09,3.96191,3.453152,3.637205,3.828401
31/05/2022,12408.09,65431.16,3.977486,3.459188,3.647976,3.849287
01/06/2022,12318.41,64237.1,3.947218,3.440725,3.623771,3.820397
02/06/2022,12513.83,64427.33,3.923119,3.424015,3.603452,3.798806
03/06/2022,12359.28,64318.95,3.941511,3.437383,3.619311,3.817653
06/06/2022,12407.51,64535.61,3.92517,3.426017,3.605526,3.799681
07/06/2022,12477.11,63734.22,3.88699,3.400396,3.57363,3.769882
08/06/2022,12379.57,63449.35,3.887799,3.400544,3.574097,3.772529
09/06/2022,12107.42,62427.08,3.874678,3.395004,3.564631,3.768251
10/06/2022,11751.25,61348.19,3.854867,3.386092,3.549771,3.768148
13/06/2022,11321.37,60074.62,3.819925,3.363375,3.520575,3.748114
14/06/2022,11238.87,59436.5,3.773419,3.332993,3.482227,3.686975
15/06/2022,11376.25,61163.02,3.801734,3.349974,3.505079,3.702377
17/06/2022,11062.29,59082.87,3.762462,3.325158,3.472921,3.660494
20/06/2022,11103.57,60073.83,3.77845,3.335277,3.485876,3.676709
21/06/2022,11319.67,60374.38,3.77482,3.330552,3.481843,3.663123
22/06/2022,11292.65,59414.81,3.751529,3.322991,3.466324,3.660445
23/06/2022,11345.72,59018.91,3.760241,3.330184,3.47417,3.666114
24/06/2022,11659.41,59992.87,3.763034,3.329118,3.474948,3.665071
27/06/2022,11676.34,61524.81,3.817713,3.356567,3.516293,3.723263
28/06/2022,11503,61789.23,3.84078,3.370877,3.535089,3.751364
29/06/2022,11462.24,61553.81,3.828085,3.366451,3.526596,3.739768
30/06/2022,11337.72,60109.04,3.800555,3.351869,3.505266,3.736687
01/07/2022,11399.15,59640.36,3.794613,3.348753,3.50076,3.718041
04/07/2022,11434.85,60901.62,3.814631,3.357796,3.515424,3.727701
05/07/2022,11374.68,58952.59,3.779369,3.345189,3.490917,3.717419
06/07/2022,11407.16,59702.98,3.794328,3.353427,3.50208,3.73834
07/07/2022,11590.63,61771.44,3.848495,3.380046,3.543269,3.772587
08/07/2022,11598.32,62107.37,3.866646,3.393744,3.559229,3.801503
11/07/2022,11459.07,61008.16,3.862289,3.397163,3.558577,3.808372
12/07/2022,11378.37,60964.89,3.84207,3.379539,3.539436,3.789174
13/07/2022,11336.17,60031.68,3.79928,3.355139,3.505547,3.753291
14/07/2022,11231.36,58639.21,3.775977,3.343665,3.487647,3.749656
15/07/2022,11443.97,58905.46,3.778622,3.34143,3.487902,3.740521
18/07/2022,11440.08,60760.87,3.838383,3.375446,3.535206,3.787356
19/07/2022,11710.67,61499.12,3.845734,3.375278,3.538967,3.794261
20/07/2022,11780.3,61379.04,3.861199,3.392955,3.555459,3.817768
21/07/2022,11869.68,61646.59,3.883334,3.410539,3.575601,3.82766
22/07/2022,11811.78,61766.74,3.883139,3.412762,3.576707,3.817259
25/07/2022,11813.93,61432.89,3.875451,3.412342,3.572653,3.802712
26/07/2022,11694.89,62017.11,3.894377,3.42207,3.587047,3.825083
27/07/2022,11920.43,61985.48,3.888403,3.414635,3.580262,3.818111
28/07/2022,12076.48,62169.99,3.900052,3.4254,3.591605,3.824572
29/07/2022,12241.14,62473.81,3.89111,3.428415,3.588468,3.819604
01/08/2022,12254.11,62155.49,3.88649,3.422041,3.583055,3.821597
02/08/2022,12160.75,61588.2,3.874998,3.423818,3.578069,3.817555
03/08/2022,12281.08,62199.1,3.914762,3.447433,3.609567,3.851079
04/08/2022,12311.44,62327.03,3.919266,3.455291,3.615757,3.850329
05/08/2022,12269.81,63114.01,3.934647,3.463177,3.627266,3.868096
08/08/2022,12300.06,63770.91,3.951877,3.468736,3.63918,3.867279
10/08/2022,12500.06,63161.18,3.929022,3.4551,3.621409,3.829981
11/08/2022,12499.57,64616.68,3.975767,3.488802,3.66191,3.863052
12/08/2022,12645.58,63996.11,3.979694,3.489395,3.664185,3.873632
15/08/2022,12681.64,64021.6,3.990151,3.493825,3.671391,3.899492
16/08/2022,12690.87,64726.06,4.010935,3.50412,3.687001,3.918251
17/08/2022,12596.87,64167.49,4.015724,3.508348,3.691315,3.936349
18/08/2022,12615.76,64183.99,4.019487,3.513045,3.695401,3.940682
19/08/2022,12443.27,62974.06,3.988862,3.497493,3.671823,3.931832
22/08/2022,12214.35,62482.18,3.975998,3.488051,3.660652,3.91841
23/08/2022,12188.99,63032.89,3.961646,3.474258,3.646574,3.895276
24/08/2022,12214.52,63079.74,3.965588,3.480764,3.651772,3.895133
25/08/2022,12360.22,63685.65,3.974125,3.484755,3.658292,3.891621
26/08/2022,12030.84,63507.94,3.994122,3.495671,3.67393,3.910909
29/08/2022,11916.03,62546.78,3.947925,3.470117,3.637928,3.865336
30/08/2022,11812.74,61321.55,3.91489,3.448892,3.610379,3.840279
31/08/2022,11734.16,60735.7,3.897966,3.438957,3.596675,3.836686
01/09/2022,11662.26,59516.37,3.867593,3.422766,3.573159,3.818402
02/09/2022,11640.54,60854.02,3.886235,3.434484,3.588294,3.828278
05/09/2022,11602.98,60843.9,3.911802,3.45254,3.610411,3.839383
06/09/2022,11551.22,60943.44,3.901241,3.441812,3.599494,3.837473
07/09/2022,11681.84,60174.38,3.87794,3.43056,3.58221,3.823716
08/09/2022,11782.08,60637.95,3.91028,3.453218,3.609537,3.855016
09/09/2022,11991.77,62126.76,3.947232,3.470348,3.637013,3.877191
12/09/2022,12153.2,63111.95,3.970387,3.485702,3.656579,3.891084
13/09/2022,11708.65,61706.56,3.959824,3.488333,3.652035,3.904018
14/09/2022,11703.56,61385.53,3.939194,3.471238,3.63342,3.876833
15/09/2022,11589.36,60991.46,3.938502,3.470535,3.632604,3.872484
16/09/2022,11488.04,60013.72,3.912128,3.461123,3.614396,3.859027
